1581365320,18090891,ASD_OTA-SW_v1.1,0,0
1581365241,18111137,ASD-SW_v1.8.4,0,0
1581365097,18111039,ASD_OTA-SW_v1.1,0,0
1581365094,18070779,ASD_OTA-SW_v1.1,0,0
1581365050,18040239,ASD_OTA-SW_v1.1,0,0
1581364865,18070570,ASD_OTA-SW_v1.1,0,0
1581364862,18111186,ASD_OTA-SW_v1.1,0,0
1581364840,18070479,ASD_OTA-SW_v1.1,0,0
1581364808,18040028,ASD_OTA-SW_v1.1,0,0
1581364824,18040236,ASD_OTA-SW_v1.1,0,0
1581364790,18091006,ASD_OTA-SW_v1.1,0,0
1581364740,18111215,ASD_OTA-SW_v1.1,0,0
1581364667,18040210,ASD_OTA-SW_v1.1,0,0
1581364535,18090845,ASD_OTA-SW_v1.1,0,0
1581364425,18040255,ASD_OTA-SW_v1.1,0,0
1581364392,18070646,ASD_OTA-SW_v1.0,0,0
1581364365,18111102,ASD_OTA-SW_v1.1,0,0
1581364360,18040066,ASD_OTA-SW_v1.1,0,0
1581364271,18111096,ASD_OTA-SW_v1.1,0,0
1581364207,18090971,ASD_OTA-SW_v1.1,0,0
1581364082,18040236,ASD_OTA-SW_v1.1,0,0
1581364080,18040053,ASD_OTA-SW_v1.1,0,0
1581363648,18070711,ASD_OTA-SW_v1.1,0,0
1581363574,18040166,ASD_OTA-SW_v1.1,0,0
1581363540,18040252,ASD_OTA-SW_v1.1,0,0
1581363484,18070523,ASD_OTA-SW_v1.1,0,0
1581363481,18111178,ASD_OTA-SW_v1.1,0,0
1581363415,18070586,ASD_OTA-SW_v1.1,0,0
1581363403,18070737,ASD_OTA-SW_v1.0,0,0
1581363305,18091001,ASD_OTA-SW_v1.1,0,0
1581363252,18111127,ASD_OTA-SW_v1.1,0,0
1581363202,18040239,ASD_OTA-SW_v1.1,0,0
1581363192,18090985,ASD_OTA-SW_v1.1,0,0
1581362991,18040314,ASD_OTA-SW_v1.1,0,0
1581362984,18070804,ASD_OTA-SW_v1.1,0,0
1581362961,18070573,ASD_OTA-SW_v1.0,0,0
1581362933,18090813,ASD_OTA-SW_v1.1,0,0
1581362931,18040092,ASD_OTA-SW_v1.1,0,0
1581362910,18040264,ASD_OTA-SW_v1.1,0,0
1581362711,18040321,ASD_OTA-SW_v1.1,0,0
1581362715,18070779,ASD_OTA-SW_v1.1,0,0
1581362709,18040060,ASD_OTA-SW_v1.1,0,0
1581362677,18070710,ASD_OTA-SW_v1.1,0,0
1581362650,18040297,ASD_OTA-SW_v1.1,0,0
1581362550,18070618,ASD_OTA-SW_v1.1,0,0
1581362459,18070717,ASD_OTA-SW_v1.1,0,0
1581362285,18040208,ASD_OTA-SW_v1.1,0,0
1581362142,18070526,ASD_OTA-SW_v1.0,0,0
1581362038,18040068,ASD_OTA-SW_v1.1,0,0
1581362034,18040063,ASD_OTA-SW_v1.1,0,0
1581361910,18070588,ASD_OTA-SW_v1.1,0,0
1581361825,18040255,ASD_OTA-SW_v1.1,0,0
1581361761,18111075,ASD_OTA-SW_v1.1,0,0
1581361750,18111116,ASD_OTA-SW_v1.1,0,0
1581361632,18040066,ASD_OTA-SW_v1.1,0,0
1581361625,18090821,ASD_OTA-SW_v1.1,0,0
1581361521,18111066,ASD_OTA-SW_v1.1,0,0
1581361489,18111207,ASD_OTA-SW_v1.1,0,0
1581361459,18040063,ASD_OTA-SW_v1.1,0,0
1581361155,18070678,ASD_OTA-SW_v1.1,0,0
1581361115,18040304,ASD_OTA-SW_v1.1,0,0
1581360977,18111197,ASD_OTA-SW_v1.1,0,0
1581360954,18090862,ASD_OTA-SW_v1.1,0,0
1581360942,18070717,ASD_OTA-SW_v1.1,0,0
1581360779,18040377,ASD_OTA-SW_v1.1,0,0
1581360723,18090941,ASD_OTA-SW_v1.1,0,0
1581360641,18040068,ASD_OTA-SW_v1.1,0,0
1581360576,18090985,ASD_OTA-SW_v1.1,0,0
1581360513,18040377,ASD_OTA-SW_v1.1,0,0
1581360442,18040340,ASD_OTA-SW_v1.1,0,0
1581360417,18091008,ASD_OTA-SW_v1.1,0,0
1581360276,18040060,ASD_OTA-SW_v1.1,0,0
1581360271,18090883,ASD_OTA-SW_v1.1,0,0
1581360126,18090821,ASD_OTA-SW_v1.1,0,0
1581360043,18070597,ASD_OTA-SW_v1.1,0,0
1581360027,18090932,ASD_OTA-SW_v1.1,0,0
1581359974,18111218,ASD_OTA-SW_v1.0,0,0
1581359847,18091001,ASD_OTA-SW_v1.1,0,0
1581359823,18040120,ASD_OTA-SW_v1.1,0,0
1581359805,18040082,ASD_OTA-SW_v1.1,0,0
1581359734,18040078,ASD_OTA-SW_v1.1,0,0
1581359445,18070710,ASD_OTA-SW_v1.1,0,0
1581359414,18090911,ASD_OTA-SW_v1.1,0,0
1581359369,18040340,ASD_OTA-SW_v1.1,0,0
1581359350,18070644,ASD_OTA-SW_v1.1,0,0
1581359315,18070529,ASD_OTA-SW_v1.1,0,0
1581358998,18040255,ASD_OTA-SW_v1.1,0,0
1581358959,18040040,ASD_OTA-SW_v1.1,0,0
1581358853,18040234,ASD_OTA-SW_v1.1,0,0
1581358785,18090941,ASD_OTA-SW_v1.1,0,0
1581358758,18040245,ASD_OTA-SW_v1.1,0,0
1581358607,18090964,ASD_OTA-SW_v1.1,0,0
1581358605,18090931,ASD_OTA-SW_v1.1,0,0
1581358553,18090898,ASD_OTA-SW_v1.1,0,0
1581358521,18040049,ASD-SW_v1.8.4,0,0
1581358506,18040328,ASD_OTA-SW_v1.1,0,0
1581358319,18090827,ASD_OTA-SW_v1.1,0,0
1581358295,18040072,ASD_OTA-SW_v1.1,0,0
1581358271,18111066,ASD_OTA-SW_v1.1,0,0
1581358261,18090844,ASD_OTA-SW_v1.1,0,0
1581358253,18070515,ASD_OTA-SW_v1.1,0,0
1581358252,18090898,ASD_OTA-SW_v1.1,0,0
1581358066,18040076,ASD_OTA-SW_v1.1,0,0
1581358041,18040340,ASD_OTA-SW_v1.1,0,0
1581358018,18040078,ASD_OTA-SW_v1.1,0,0
1581357752,18090827,ASD_OTA-SW_v1.1,0,0
1581357750,18040072,ASD_OTA-SW_v1.1,0,0
1581357737,18091008,ASD_OTA-SW_v1.1,0,0
1581357694,18070644,ASD_OTA-SW_v1.1,0,0
1581357661,18091004,ASD_OTA-SW_v1.1,0,0
1581357590,18111039,ASD_OTA-SW_v1.1,0,0
1581357586,18090953,ASD_OTA-SW_v1.1,0,0
1581357392,18091004,ASD_OTA-SW_v1.1,0,0
1581357264,18091002,ASD_OTA-SW_v1.1,0,0
1581357245,18040206,ASD_OTA-SW_v1.1,0,0
1581357172,18040040,ASD_OTA-SW_v1.1,0,0
1581357169,18090911,ASD_OTA-SW_v1.1,0,0
1581357130,18040393,ASD_OTA-SW_v1.1,0,0
1581357092,18070457,ASD_OTA-SW_v1.0,0,0
1581357060,18111146,ASD_OTA-SW_v1.1,0,0
1581357003,18040346,ASD_OTA-SW_v1.1,0,0
1581356857,18070536,ASD_OTA-SW_v1.1,0,0
1581356838,18070499,ASD_OTA-SW_v1.1,0,0
1581356837,18040120,ASD_OTA-SW_v1.1,0,0
1581356818,18111137,ASD-SW_v1.8.4,0,0
1581356799,18040245,ASD_OTA-SW_v1.1,0,0
1581356764,18040234,ASD_OTA-SW_v1.1,0,0
1581356615,18090164,ASD_OTA-SW_v1.1,0,0
1581356487,18090862,ASD_OTA-SW_v1.1,0,0
1581356463,18070602,ASD_OTA-SW_v1.1,0,0
1581356438,18090979,ASD_OTA-SW_v1.1,0,0
1581356331,18040105,ASD_OTA-SW_v1.1,0,0
1581356326,18070718,ASD_OTA-SW_v1.1,0,0
1581356323,18090985,ASD_OTA-SW_v1.1,0,0
1581356189,18040314,ASD_OTA-SW_v1.1,0,0
1581356106,18070714,ASD_OTA-SW_v1.0,0,0
1581356068,18040278,ASD_OTA-SW_v1.1,0,0
1581355951,18070484,ASD_OTA-SW_v1.1,0,0
1581355866,18070526,ASD_OTA-SW_v1.0,0,0
1581355805,18090842,ASD_OTA-SW_v1.1,0,0
1581355766,18070718,ASD_OTA-SW_v1.1,0,0
1581355622,18090950,ASD_OTA-SW_v1.1,0,0
1581355376,18040375,ASD_OTA-SW_v1.1,0,0
1581355329,18040063,ASD_OTA-SW_v1.1,0,0
1581355296,18070717,ASD_OTA-SW_v1.1,0,0
1581355108,18040239,ASD_OTA-SW_v1.1,0,0
1581354912,18040060,ASD_OTA-SW_v1.1,0,0
1581354724,18070705,ASD_OTA-SW_v1.1,0,0
1581354612,18040242,ASD_OTA-SW_v1.1,0,0
1581354567,18040064,ASD_OTA-SW_v1.1,0,0
1581354482,18111070,ASD_OTA-SW_v1.0,0,0
1581354471,18040147,ASD_OTA-SW_v1.1,0,0
1581354413,18070748,ASD_OTA-SW_v1.0,0,0
1581354345,18040239,ASD_OTA-SW_v1.1,0,0
1581354349,18070734,ASD_OTA-SW_v1.1,0,0
1581354319,18070531,ASD_OTA-SW_v1.1,0,0
1581354240,18070644,ASD_OTA-SW_v1.1,0,0
1581354212,18070634,ASD_OTA-SW_v1.1,0,0
