SerialNo,fileName
00﻿Seria,device not found in Vision DB
0018070464,No FOTA files available for this device
0018090946,No FOTA files available for this device
0018070631,No FOTA files available for this device
0018070679,No FOTA files available for this device
0018070737,No FOTA files available for this device
0018070521,No FOTA files available for this device
0018070684,No FOTA files available for this device
0018070503,No FOTA files available for this device
0018070728,No FOTA files available for this device
0018070422,No FOTA files available for this device
0018070755,No FOTA files available for this device
0018070420,No FOTA files available for this device
0018111219,No FOTA files available for this device
0018070493,No FOTA files available for this device
0018070483,No FOTA files available for this device
0018070478,No FOTA files available for this device
0018090165,No FOTA files available for this device
0018070505,No FOTA files available for this device
0018070412,No FOTA files available for this device
0018070610,No FOTA files available for this device
0018070467,No FOTA files available for this device
0018090942,No FOTA files available for this device
0018090971,No FOTA files available for this device
0018070466,No FOTA files available for this device
0018111131,No FOTA files available for this device
0018040359,No FOTA files available for this device
0018070552,No FOTA files available for this device
0018070735,No FOTA files available for this device
0018040097,No FOTA files available for this device
0018070706,No FOTA files available for this device
0018040069,No FOTA files available for this device
0018070491,No FOTA files available for this device
0018090906,No FOTA files available for this device
0018070611,No FOTA files available for this device
0018070766,No FOTA files available for this device
0018090930,No FOTA files available for this device
0018040249,No FOTA files available for this device
0018070790,No FOTA files available for this device
0018070476,No FOTA files available for this device
0018070743,No FOTA files available for this device
0018070767,No FOTA files available for this device
0018040095,No FOTA files available for this device
0018040065,No FOTA files available for this device
0018070512,No FOTA files available for this device
0018040145,No FOTA files available for this device
0018090912,No FOTA files available for this device
0018070411,No FOTA files available for this device
0018040063,No FOTA files available for this device
0018070703,No FOTA files available for this device
0018070668,No FOTA files available for this device
0018070671,No FOTA files available for this device
0018070725,No FOTA files available for this device
0018070625,No FOTA files available for this device
0018070642,No FOTA files available for this device
0018070792,No FOTA files available for this device
0018070473,No FOTA files available for this device
0018111221,ASD_OTA-SW_v1.0.tar.gz
0018070643,No FOTA files available for this device
0018070727,ASD_OTA-SW_v1.0.tar.gz
0018040370,ASD_OTA-SW_v1.1.tar.gz
0018040216,ASD_OTA-SW_v1.1.tar.gz
0018090949,ASD_OTA-SW_v1.1.tar.gz
0018070762,ASD_OTA-SW_v1.1.tar.gz
0018040355,ASD_OTA-SW_v1.1.tar.gz
0018040240,ASD_OTA-SW_v1.1.tar.gz
0018040129,ASD_OTA-SW_v1.1.tar.gz
0018090962,ASD_OTA-SW_v1.1.tar.gz
0018090954,ASD_OTA-SW_v1.1.tar.gz
0018090844,ASD_OTA-SW_v1.1.tar.gz
0018111148,ASD_OTA-SW_v1.1.tar.gz
0018070461,ASD_OTA-SW_v1.1.tar.gz
0018111182,ASD_OTA-SW_v1.1.tar.gz
0018070488,ASD_OTA-SW_v1.1.tar.gz
0018111214,ASD_OTA-SW_v1.1.tar.gz
0018040207,ASD_OTA-SW_v1.1.tar.gz
0018090925,ASD_OTA-SW_v1.1.tar.gz
0018090989,ASD_OTA-SW_v1.1.tar.gz
0018040079,ASD_OTA-SW_v1.1.tar.gz
0018040044,ASD_OTA-SW_v1.1.tar.gz
0018111137,ASD_OTA-SW_v1.1.tar.gz
0018070654,ASD_OTA-SW_v1.1.tar.gz
0018111191,ASD_OTA-SW_v1.1.tar.gz
0018040124,ASD_OTA-SW_v1.1.tar.gz
0018091016,ASD_OTA-SW_v1.1.tar.gz
0018040127,ASD_OTA-SW_v1.1.tar.gz
0018070629,ASD_OTA-SW_v1.1.tar.gz
0018070576,ASD_OTA-SW_v1.1.tar.gz
0018090873,ASD_OTA-SW_v1.1.tar.gz
0018040261,ASD_OTA-SW_v1.1.tar.gz
0018040049,ASD_OTA-SW_v1.1.tar.gz
0018111117,ASD_OTA-SW_v1.1.tar.gz
0018090990,ASD_OTA-SW_v1.1.tar.gz
0018090973,ASD_OTA-SW_v1.1.tar.gz
0018090992,ASD_OTA-SW_v1.1.tar.gz
0018070565,ASD_OTA-SW_v1.1.tar.gz
0018070690,ASD_OTA-SW_v1.1.tar.gz
0018111062,ASD_OTA-SW_v1.1.tar.gz
0018040312,ASD_OTA-SW_v1.1.tar.gz
0018090866,ASD_OTA-SW_v1.1.tar.gz
0018070797,ASD_OTA-SW_v1.1.tar.gz
0018070795,ASD_OTA-SW_v1.1.tar.gz
0018111050,ASD_OTA-SW_v1.1.tar.gz
0018111024,No FOTA files available for this device
0018070674,ASD_OTA-SW_v1.1.tar.gz
0018040225,ASD_OTA-SW_v1.1.tar.gz
0018070632,ASD_OTA-SW_v1.1.tar.gz
0018040209,ASD_OTA-SW_v1.1.tar.gz
0018040185,ASD_OTA-SW_v1.1.tar.gz
0018070546,ASD_OTA-SW_v1.1.tar.gz
0018040198,ASD_OTA-SW_v1.1.tar.gz
0018040302,ASD_OTA-SW_v1.1.tar.gz
0018070414,ASD_OTA-SW_v1.1.tar.gz
0018040379,ASD_OTA-SW_v1.1.tar.gz
0018070462,ASD_OTA-SW_v1.1.tar.gz
0018040020,ASD_OTA-SW_v1.1.tar.gz
0018070630,ASD_OTA-SW_v1.1.tar.gz
0018070459,ASD_OTA-SW_v1.1.tar.gz
0018111033,ASD_OTA-SW_v1.1.tar.gz
0018070746,ASD_OTA-SW_v1.1.tar.gz
0018090972,No FOTA files available for this device
0018070545,No FOTA files available for this device
0018040087,No FOTA files available for this device
0018111145,No FOTA files available for this device
0018070600,ASD_OTA-SW_v1.1.tar.gz
0018070530,ASD_OTA-SW_v1.1.tar.gz
0018010005,ASD_OTA-SW_v1.1.tar.gz
0018070805,ASD_OTA-SW_v1.0.tar.gz
0018070544,ASD_OTA-SW_v1.0.tar.gz
0018070543,ASD_OTA-SW_v1.0.tar.gz
0018070769,ASD_OTA-SW_v1.1.tar.gz
0018070723,ASD_OTA-SW_v1.1.tar.gz
0018070418,ASD_OTA-SW_v1.1.tar.gz
0018070452,ASD_OTA-SW_v1.1.tar.gz
0018070664,ASD_OTA-SW_v1.1.tar.gz
0018070726,ASD_OTA-SW_v1.1.tar.gz
0018111216,ASD_OTA-SW_v1.1.tar.gz
0018111095,ASD_OTA-SW_v1.1.tar.gz
0018111051,ASD_OTA-SW_v1.1.tar.gz
0018040226,ASD_OTA-SW_v1.1.tar.gz
0018111106,ASD_OTA-SW_v1.1.tar.gz
0018040273,ASD_OTA-SW_v1.1.tar.gz
0018090970,ASD_OTA-SW_v1.1.tar.gz
0018090943,ASD_OTA-SW_v1.1.tar.gz
0018090859,ASD_OTA-SW_v1.1.tar.gz
0018090826,ASD_OTA-SW_v1.1.tar.gz
0018090829,ASD_OTA-SW_v1.1.tar.gz
0018040123,ASD_OTA-SW_v1.1.tar.gz
0018040368,ASD_OTA-SW_v1.1.tar.gz
0018070776,ASD_OTA-SW_v1.1.tar.gz
0018111086,ASD_OTA-SW_v1.1.tar.gz
0018111092,ASD_OTA-SW_v1.1.tar.gz
0018091010,ASD_OTA-SW_v1.1.tar.gz
0018040112,ASD_OTA-SW_v1.1.tar.gz
0018040088,ASD_OTA-SW_v1.1.tar.gz
0018040282,ASD_OTA-SW_v1.1.tar.gz
0018070788,ASD_OTA-SW_v1.1.tar.gz
0018070713,ASD_OTA-SW_v1.1.tar.gz
0018070650,ASD_OTA-SW_v1.1.tar.gz
0018090961,ASD_OTA-SW_v1.1.tar.gz
0018090960,ASD_OTA-SW_v1.1.tar.gz
0018040191,ASD_OTA-SW_v1.1.tar.gz
0018040409,ASD_OTA-SW_v1.1.tar.gz
0018070623,ASD_OTA-SW_v1.1.tar.gz
0018070571,ASD_OTA-SW_v1.1.tar.gz
0018070652,ASD_OTA-SW_v1.1.tar.gz
0018090876,ASD_OTA-SW_v1.1.tar.gz
0018070683,ASD_OTA-SW_v1.1.tar.gz
0018070648,ASD_OTA-SW_v1.1.tar.gz
0018070607,ASD_OTA-SW_v1.1.tar.gz
0018070697,ASD_OTA-SW_v1.1.tar.gz
0018070430,ASD_OTA-SW_v1.1.tar.gz
0018070744,ASD_OTA-SW_v1.1.tar.gz
0018070532,ASD_OTA-SW_v1.1.tar.gz
0018070519,ASD_OTA-SW_v1.1.tar.gz
0018070605,ASD_OTA-SW_v1.1.tar.gz
0018070509,ASD_OTA-SW_v1.1.tar.gz
0018090976,ASD_OTA-SW_v1.1.tar.gz
0018040056,ASD_OTA-SW_v1.1.tar.gz
0018090819,ASD_OTA-SW_v1.1.tar.gz
0018040131,ASD_OTA-SW_v1.1.tar.gz
0018040094,ASD_OTA-SW_v1.1.tar.gz
0018040126,ASD_OTA-SW_v1.1.tar.gz
0018040258,ASD_OTA-SW_v1.1.tar.gz
0018040401,ASD_OTA-SW_v1.1.tar.gz
0018040066,ASD_OTA-SW_v1.1.tar.gz
0018040348,ASD_OTA-SW_v1.1.tar.gz
0018040061,ASD_OTA-SW_v1.1.tar.gz
0018090923,ASD_OTA-SW_v1.1.tar.gz
0018090865,ASD_OTA-SW_v1.1.tar.gz
0018040132,ASD_OTA-SW_v1.1.tar.gz
0018070443,ASD_OTA-SW_v1.1.tar.gz
0018090918,ASD_OTA-SW_v1.1.tar.gz
0018040221,ASD_OTA-SW_v1.1.tar.gz
0018040403,ASD_OTA-SW_v1.1.tar.gz
0018040119,ASD_OTA-SW_v1.1.tar.gz
0018040365,ASD_OTA-SW_v1.1.tar.gz
0018040042,ASD_OTA-SW_v1.1.tar.gz
0018040121,ASD_OTA-SW_v1.1.tar.gz
0018040396,ASD_OTA-SW_v1.1.tar.gz
0018040362,ASD_OTA-SW_v1.1.tar.gz
0018040265,ASD_OTA-SW_v1.1.tar.gz
0018040366,ASD_OTA-SW_v1.1.tar.gz
0018040211,ASD_OTA-SW_v1.1.tar.gz
0018040038,ASD_OTA-SW_v1.1.tar.gz
0018040110,ASD_OTA-SW_v1.1.tar.gz
0018040397,ASD_OTA-SW_v1.1.tar.gz
0018040213,ASD_OTA-SW_v1.1.tar.gz
0018040111,ASD_OTA-SW_v1.1.tar.gz
0018040220,ASD_OTA-SW_v1.1.tar.gz
0018111210,ASD_OTA-SW_v1.1.tar.gz
0018090940,ASD_OTA-SW_v1.1.tar.gz
0018111083,ASD_OTA-SW_v1.1.tar.gz
0018111209,ASD_OTA-SW_v1.1.tar.gz
0018111052,ASD_OTA-SW_v1.1.tar.gz
0018040047,ASD_OTA-SW_v1.1.tar.gz
0018040230,ASD_OTA-SW_v1.1.tar.gz
0018040179,ASD_OTA-SW_v1.1.tar.gz
0018040231,ASD_OTA-SW_v1.1.tar.gz
0018040052,ASD_OTA-SW_v1.1.tar.gz
0018111077,ASD_OTA-SW_v1.1.tar.gz
0018040405,ASD_OTA-SW_v1.1.tar.gz
0018040228,ASD_OTA-SW_v1.1.tar.gz
0018040224,ASD_OTA-SW_v1.1.tar.gz
0018040062,ASD_OTA-SW_v1.1.tar.gz
0018040160,ASD_OTA-SW_v1.1.tar.gz
0018111212,ASD_OTA-SW_v1.1.tar.gz
0018040197,ASD_OTA-SW_v1.1.tar.gz
0018040303,ASD_OTA-SW_v1.1.tar.gz
0018040196,ASD_OTA-SW_v1.1.tar.gz
0018040352,ASD_OTA-SW_v1.1.tar.gz
0018040281,ASD_OTA-SW_v1.1.tar.gz
0018090991,ASD_OTA-SW_v1.1.tar.gz
0018070572,ASD_OTA-SW_v1.1.tar.gz
0018091019,ASD_OTA-SW_v1.1.tar.gz
0018070659,ASD_OTA-SW_v1.1.tar.gz
0018090839,ASD_OTA-SW_v1.1.tar.gz
0018090831,ASD_OTA-SW_v1.1.tar.gz
0018090849,ASD_OTA-SW_v1.1.tar.gz
0018090837,ASD_OTA-SW_v1.1.tar.gz
0018111058,ASD_OTA-SW_v1.1.tar.gz
0018111031,ASD_OTA-SW_v1.1.tar.gz
0018111042,ASD_OTA-SW_v1.1.tar.gz
0018040276,ASD_OTA-SW_v1.1.tar.gz
0018040170,ASD_OTA-SW_v1.1.tar.gz
0018111099,ASD_OTA-SW_v1.1.tar.gz
0018070619,ASD_OTA-SW_v1.1.tar.gz
0018040109,ASD_OTA-SW_v1.1.tar.gz
0018070626,ASD_OTA-SW_v1.1.tar.gz
0018070500,ASD_OTA-SW_v1.1.tar.gz
0018070777,ASD_OTA-SW_v1.1.tar.gz
0018111177,ASD_OTA-SW_v1.1.tar.gz
0018111192,ASD_OTA-SW_v1.1.tar.gz
0018111200,ASD_OTA-SW_v1.1.tar.gz
0018040025,ASD_OTA-SW_v1.1.tar.gz
0018040274,ASD_OTA-SW_v1.1.tar.gz
0018070608,ASD_OTA-SW_v1.1.tar.gz
0018070709,ASD_OTA-SW_v1.1.tar.gz
0018070791,ASD_OTA-SW_v1.1.tar.gz
0018111122,ASD_OTA-SW_v1.1.tar.gz
0018111136,No FOTA files available for this device
0018111138,ASD_OTA-SW_v1.1.tar.gz
0018111149,ASD_OTA-SW_v1.1.tar.gz
0018111150,ASD_OTA-SW_v1.1.tar.gz
0018111168,ASD_OTA-SW_v1.1.tar.gz
0018111180,ASD_OTA-SW_v1.1.tar.gz
0018090908,ASD_OTA-SW_v1.1.tar.gz
0018111132,ASD_OTA-SW_v1.1.tar.gz
0018111165,ASD_OTA-SW_v1.1.tar.gz
0018111163,ASD_OTA-SW_v1.1.tar.gz
0018090977,ASD_OTA-SW_v1.1.tar.gz
0018111162,ASD_OTA-SW_v1.1.tar.gz
0018040059,ASD_OTA-SW_v1.1.tar.gz
0018090907,ASD_OTA-SW_v1.1.tar.gz
0018070410,ASD_OTA-SW_v1.0.tar.gz
0018070424,ASD_OTA-SW_v1.0.tar.gz
0018070700,ASD_OTA-SW_v1.0.tar.gz
0018070555,ASD_OTA-SW_v1.0.tar.gz
0018070645,ASD_OTA-SW_v1.0.tar.gz
0018070649,ASD_OTA-SW_v1.0.tar.gz
0018070756,ASD_OTA-SW_v1.0.tar.gz
0018070451,ASD_OTA-SW_v1.0.tar.gz
0018070534,ASD_OTA-SW_v1.0.tar.gz
0018070438,ASD_OTA-SW_v1.0.tar.gz
0018111222,ASD_OTA-SW_v1.0.tar.gz
0018070692,ASD_OTA-SW_v1.0.tar.gz
0018070421,ASD_OTA-SW_v1.0.tar.gz
0018070677,ASD_OTA-SW_v1.0.tar.gz
0018010006,ASD_OTA-SW_v1.0.tar.gz
0018070502,ASD_OTA-SW_v1.0.tar.gz
0018070568,ASD_OTA-SW_v1.0.tar.gz
0018070699,ASD_OTA-SW_v1.0.tar.gz
0018070808,ASD_OTA-SW_v1.0.tar.gz
0018070624,ASD_OTA-SW_v1.0.tar.gz
0018111203,ASD_OTA-SW_v1.0.tar.gz
0018070691,ASD_OTA-SW_v1.0.tar.gz
