"No.","Time","MAC timestamp","Source","elevation","Severity level","Service Info PSID","Elevation","Checksum","Protocol","Latitude","Longitude","Destination Port","elevation"
"10523","0.080886","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10524","0.099990","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"10525","0.000621","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10526","0.018916","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10527","0.080588","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10528","0.006786","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10529","0.077684","","fc00::5c88:47ff:fe46:edc4","","Chat","","","","TCP","","","",""
"10530","0.003166","","64:ff9b::af7:202","","Chat","","","","ICMPv6","","","",""
"10531","0.012400","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10532","0.000602","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"10533","0.018122","","SiemensI_12:22:28","","","0xe0000017","64236","","WSA","407425177","-739311200","",""
"10534","0.002129","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"10535","0.079033","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10536","0.018873","","SiemensI_12:22:28","","","0xe0000003,0xe0000003,0xe0000003,0xe0000003,0xe0000003","700","","WSA","407425177","-739311200","",""
"10537","0.081112","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10538","0.018822","","SiemensI_12:22:28","","","0x00008002","700","","WSA","407425177","-739311200","",""
"10539","0.081338","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10540","0.019349","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10541","0.080491","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10542","0.000767","","SiemensI_12:20:0c","","","0x00008002","700","","WSA","407424888","-739302751","",""
"10543","0.006127","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10544","0.093160","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10545","0.000722","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"10546","0.000768","","SiemensI_12:17:8c","","","0xe0000017","64636","","WSA","407442378","-739298135","",""
"10547","0.001142","","SiemensI_12:17:8c","","","0xe0000003,0xe0000003,0xe0000003,0xe0000003,0xe0000003","64636","","WSA","407442378","-739298135","",""
"10548","0.000574","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"10549","0.019273","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"10550","0.077232","","SiemensI_12:20:0c","","","0xe0000017","64536","","WSA","407424887","-739302751","",""
"10551","0.000894","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10552","0.099409","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10553","0.099864","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"10554","0.000750","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10555","0.030242","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10556","0.069108","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10557","0.000635","","SiemensI_12:17:8c","","","0x00008002","700","","WSA","407442378","-739298135","",""
"10558","0.007387","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10559","0.091880","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"10560","0.000751","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10561","0.001124","","SiemensI_12:17:8c","","","0xe0000003,0xe0000003,0xe0000003,0xe0000003,0xe0000003","64636","","WSA","407442378","-739298135","",""
"10562","0.017610","","SiemensI_12:22:28","","","0xe0000017","64236","","WSA","407425177","-739311200","",""
"10563","0.012019","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"10564","0.068631","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10565","0.099862","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10566","0.018809","","SiemensI_12:22:28","","","0x00008002","700","","WSA","407425177","-739311200","",""
"10567","0.081323","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10568","0.010141","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"10569","0.018707","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10570","0.071668","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10571","0.000618","","SiemensI_12:20:0c","","","0x00008002","700","","WSA","407424888","-739302751","",""
"10572","0.011173","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10573","0.087673","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10574","0.001176","","SiemensI_12:17:8c","","","0xe0000003,0xe0000003,0xe0000003,0xe0000003,0xe0000003","64636","","WSA","407442378","-739298135","",""
"10575","0.000629","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"10576","0.021774","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"10577","0.076243","","SiemensI_12:20:0c","","","0xe0000017","64536","","WSA","407424887","-739302751","",""
"10578","0.000861","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10579","0.099380","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10580","0.100012","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10581","0.008126","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"10582","0.020877","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10583","0.070723","","SiemensI_12:17:8c","","","0x00008002","700","","WSA","407442378","-739298135","",""
"10584","0.000769","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10585","0.011002","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10586","0.082638","","fc00::5c88:47ff:fe46:edc4","","Chat","","","","TCP","","","",""
"10587","0.005867","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10588","0.000870","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"10589","0.017537","","SiemensI_12:22:28","","","0xe0000017","64236","","WSA","407425177","-739311200","",""
"10590","0.003592","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"10591","0.027492","","64:ff9b::af7:202","","Chat","","","","ICMPv6","","","",""
"10592","0.050416","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10593","0.100096","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10594","0.019123","","SiemensI_12:22:28","","","0x00008002","700","","WSA","407425177","-739311200","",""
"10595","0.080903","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10596","0.008133","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"10597","0.020878","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10598","0.070976","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10599","0.000486","","SiemensI_12:20:0c","","","0x00008002","700","","WSA","407424888","-739302751","",""
"10600","0.022771","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10601","0.076717","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"10602","0.000663","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10603","0.000622","","SiemensI_12:17:8c","","","0xe0000017","64636","","WSA","407442378","-739298135","",""
"10604","0.001138","","SiemensI_12:17:8c","","","0xe0000003,0xe0000003,0xe0000003,0xe0000003,0xe0000003","64636","","WSA","407442378","-739298135","",""
"10605","0.019517","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"10606","0.077848","","SiemensI_12:20:0c","","","0xe0000017","64536","","WSA","407424887","-739302751","",""
"10607","0.000762","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10608","0.099517","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10609","0.099871","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10610","0.007865","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"10611","0.021164","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10612","0.070960","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10613","0.000497","","SiemensI_12:17:8c","","","0x00008002","700","","WSA","407442378","-739298135","",""
"10614","0.022525","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10615","0.076994","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10616","0.000757","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"10617","0.001007","","SiemensI_12:17:8c","","","0xe0000003,0xe0000003,0xe0000003,0xe0000003,0xe0000003","64636","","WSA","407442378","-739298135","",""
"10618","0.016919","","SiemensI_12:22:28","","","0xe0000017","64236","","WSA","407425177","-739311200","",""
"10619","0.003456","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"10620","0.077779","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10621","0.099983","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10622","0.020281","","SiemensI_12:22:28","","","0x00008002","700","","WSA","407425177","-739311200","",""
"10623","0.079696","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10624","0.007770","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"10625","0.020644","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10626","0.071607","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10627","0.000752","","SiemensI_12:20:0c","","","0x00008002","700","","WSA","407424888","-739302751","",""
"10628","0.022305","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10629","0.077161","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10630","0.000802","","SiemensI_12:17:8c","","","0xe0000017","64636","","WSA","407442378","-739298135","",""
"10631","0.000702","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"10632","0.019438","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"10633","0.078870","","SiemensI_12:20:0c","","","0xe0000017","64536","","WSA","407424887","-739302751","",""
"10634","0.000952","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10635","0.099168","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10636","0.099892","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10637","0.006401","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"10638","0.021967","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10639","0.071632","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10640","0.000754","","SiemensI_12:17:8c","","","0x00008002","700","","WSA","407442378","-739298135","",""
"10641","0.021880","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10642","0.077354","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10643","0.000769","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"10644","0.017877","","SiemensI_12:22:28","","","0xe0000017","64236","","WSA","407425177","-739311200","",""
"10645","0.003617","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"10646","0.032569","","fc00::5c88:47ff:fe46:edc4","","Chat","","","","TCP","","","",""
"10647","0.003317","","64:ff9b::af7:202","","Chat","","","","ICMPv6","","","",""
"10648","0.042019","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10649","0.099883","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10650","0.020249","","SiemensI_12:22:28","","","0x00008002","700","","WSA","407425177","-739311200","",""
"10651","0.079760","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10652","0.006231","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"10653","0.031004","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10654","0.062906","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10655","0.000595","","SiemensI_12:20:0c","","","0x00008002","700","","WSA","407424888","-739302751","",""
"10656","0.021628","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10657","0.077685","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10658","0.000564","","SiemensI_12:17:8c","","","0xe0000017","64636","","WSA","407442378","-739298135","",""
"10659","0.001058","","SiemensI_12:17:8c","","","0xe0000003,0xe0000003,0xe0000003,0xe0000003,0xe0000003","64636","","WSA","407442378","-739298135","",""
"10660","0.000776","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"10661","0.017933","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"10662","0.079615","","SiemensI_12:20:0c","","","0xe0000017","64536","","WSA","407424887","-739302751","",""
"10663","0.000752","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10664","0.099129","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10665","0.100123","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10666","0.005771","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"10667","0.030501","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10668","0.063623","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10669","0.000617","","SiemensI_12:17:8c","","","0x00008002","700","","WSA","407442378","-739298135","",""
"10670","0.021891","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10671","0.077625","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10672","0.001016","","SiemensI_12:17:8c","","","0xe0000003,0xe0000003,0xe0000003,0xe0000003,0xe0000003","64636","","WSA","407442378","-739298135","",""
"10673","0.000723","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"10674","0.017097","","SiemensI_12:22:28","","","0xe0000017","64236","","WSA","407425177","-739311200","",""
"10675","0.001667","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"10676","0.079622","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10677","0.099871","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10678","0.018526","","SiemensI_12:22:28","","","0x00008002","700","","WSA","407425177","-739311200","",""
"10679","0.081484","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10680","0.022180","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"10681","0.015345","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10682","0.062500","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10683","0.000614","","SiemensI_12:20:0c","","","0x00008002","700","","WSA","407424888","-739302751","",""
"10684","0.021005","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10685","0.078360","","SiemensI_12:17:8c","","","0xe0000017","64636","","WSA","407442378","-739298135","",""
"10686","0.000508","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10687","0.001222","","SiemensI_12:17:8c","","","0xe0000003,0xe0000003,0xe0000003,0xe0000003,0xe0000003","64636","","WSA","407442378","-739298135","",""
"10688","0.001949","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"10689","0.016730","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"10690","0.079369","","SiemensI_12:20:0c","","","0xe0000017","64536","","WSA","407424887","-739302751","",""
"10691","0.000667","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10692","0.099578","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10693","0.099902","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10694","0.004484","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"10695","0.031907","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10696","0.063728","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10697","0.020796","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10698","0.079344","","SiemensI_12:17:8c","","","0xe0000003,0xe0000003,0xe0000003,0xe0000003,0xe0000003","64636","","WSA","407442378","-739298135","",""
"10699","0.000743","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10700","0.003255","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"10701","0.014875","","SiemensI_12:22:28","","","0xe0000017","64236","","WSA","407425177","-739311200","",""
"10702","0.000610","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"10703","0.043638","","fc00::5c88:47ff:fe46:edc4","","Chat","","","","TCP","","","",""
"10704","0.036638","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10705","0.100164","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10706","0.022957","","SiemensI_12:22:28","","","0x00008002","700","","WSA","407425177","-739311200","",""
"10707","0.076758","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10708","0.003998","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"10709","0.033017","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10710","0.063250","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10711","0.000479","","SiemensI_12:20:0c","","","0x00008002","700","","WSA","407424888","-739302751","",""
"10712","0.020522","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10713","0.078971","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10714","0.000384","","SiemensI_12:17:8c","","","0xe0000017","64636","","WSA","407442378","-739298135","",""
"10715","0.001066","","SiemensI_12:17:8c","","","0xe0000003,0xe0000003,0xe0000003,0xe0000003,0xe0000003","64636","","WSA","407442378","-739298135","",""
"10716","0.001722","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"10717","0.016238","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"10718","0.080401","","SiemensI_12:20:0c","","","0xe0000017","64536","","WSA","407424887","-739302751","",""
"10719","0.000728","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10720","0.099505","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10721","0.099992","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10722","0.003256","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"10723","0.096389","","SiemensI_12:17:8c","","","0x00008002","700","","WSA","407442378","-739298135","",""
"10724","0.000613","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10725","0.000753","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10726","0.018264","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10727","0.080616","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10728","0.001035","","SiemensI_12:17:8c","","","0xe0000003,0xe0000003,0xe0000003,0xe0000003,0xe0000003","64636","","WSA","407442378","-739298135","",""
"10729","0.002601","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"10730","0.014884","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"10731","0.000741","","SiemensI_12:22:28","","","0xe0000017","64236","","WSA","407425177","-739311200","",""
"10732","0.039495","","fc00::5c88:47ff:fe46:edc4","","Chat,Note","","","","TCP","","","",""
"10733","0.041272","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10734","0.099992","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10735","0.019107","","SiemensI_12:22:28","","","0x00008002","700","","WSA","407425177","-739311200","",""
"10736","0.080907","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10737","0.002875","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"10738","0.041769","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10739","0.055214","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10740","0.000772","","SiemensI_12:20:0c","","","0x00008002","700","","WSA","407424888","-739302751","",""
"10741","0.028766","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10742","0.070400","","SiemensI_12:17:8c","","","0xe0000017","64636","","WSA","407442378","-739298135","",""
"10743","0.000862","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10744","0.010483","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"10745","0.007614","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"10746","0.081126","","SiemensI_12:20:0c","","","0xe0000017","64536","","WSA","407424887","-739302751","",""
"10747","0.000891","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10748","0.099259","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10749","0.099865","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10750","0.012882","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"10751","0.031907","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10752","0.055203","","SiemensI_12:17:8c","","","0x00008002","700","","WSA","407442378","-739298135","",""
"10753","0.000780","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10754","0.028390","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10755","0.070988","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10756","0.007758","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"10757","0.011244","","SiemensI_12:22:28","","","0xe0000017","64236","","WSA","407425177","-739311200","",""
"10758","0.000632","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"10759","0.080355","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10760","0.100006","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10761","0.020017","","SiemensI_12:22:28","","","0x00008002","700","","WSA","407425177","-739311200","",""
"10762","0.080032","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10763","0.011729","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"10764","0.032752","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10765","0.055243","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10766","0.000754","","SiemensI_12:20:0c","","","0x00008002","700","","WSA","407424888","-739302751","",""
"10767","0.028668","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"10768","0.070621","","SiemensI_12:17:8c","","","0xe0000017","64636","","WSA","407442378","-739298135","",""
"10769","0.000731","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"10770","0.005889","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
