"No.","Time","MAC timestamp","Source","elevation","Severity level","Service Info PSID","Elevation","Checksum","Protocol","Latitude","Longitude","Destination Port","elevation"
"5943","0.071520","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"5944","0.028619","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"5945","0.056012","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"5946","0.037400","","SiemensI_12:17:8c","","","0x00008002","700","","WSA","407442378","-739298135","",""
"5947","0.006332","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"5948","0.064738","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"5949","0.035301","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"5950","0.055721","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"5951","0.025787","","SiemensI_12:22:28","","","0xe0000017","64236","","WSA","407425177","-739311200","",""
"5952","0.013970","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"5953","0.004661","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"5954","0.099993","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"5955","0.000717","","SiemensI_12:20:0c","","","0x00008002","700","","WSA","407424888","-739302751","",""
"5956","0.069666","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"5957","0.011235","","SiemensI_12:22:28","","","0x00008002","700","","WSA","407425177","-739311200","",""
"5958","0.018368","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"5959","0.065059","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"5960","0.034577","","SiemensI_12:20:0c","","","0xe0000017","64536","","WSA","407424887","-739302751","",""
"5961","0.000917","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"5962","0.063592","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"5963","0.029249","","SiemensI_12:17:8c","","","0xe0000017","64636","","WSA","407442378","-739298135","",""
"5964","0.006613","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"5965","0.055797","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"5966","0.039459","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"5967","0.004799","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"5968","0.099843","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"5969","0.069566","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"5970","0.030596","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"5971","0.064957","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"5972","0.028028","","SiemensI_12:17:8c","","","0x00008002","700","","WSA","407442378","-739298135","",""
"5973","0.006853","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"5974","0.062999","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"5975","0.037014","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"5976","0.055632","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"5977","0.025876","","SiemensI_12:22:28","","","0xe0000017","64236","","WSA","407425177","-739311200","",""
"5978","0.013043","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"5979","0.005597","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"5980","0.099859","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"5981","0.000611","","SiemensI_12:20:0c","","","0x00008002","700","","WSA","407424888","-739302751","",""
"5982","0.081023","","SiemensI_12:22:28","","","0x00008002","700","","WSA","407425177","-739311200","",""
"5983","0.018626","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"5984","0.055643","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"5985","0.008380","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"5986","0.035611","","SiemensI_12:20:0c","","","0xe0000017","64536","","WSA","407424887","-739302751","",""
"5987","0.000738","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"5988","0.061510","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"5989","0.030922","","SiemensI_12:17:8c","","","0xe0000017","64636","","WSA","407442378","-739298135","",""
"5990","0.006997","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"5991","0.055737","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"5992","0.038831","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"5993","0.005411","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"5994","0.100007","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"5995","0.078985","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"5996","0.021137","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"5997","0.074016","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"5998","0.020739","","SiemensI_12:17:8c","","","0x00008002","700","","WSA","407442378","-739298135","",""
"5999","0.004994","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6000","0.061757","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"6001","0.038373","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6002","0.055767","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"6003","0.025618","","SiemensI_12:22:28","","","0xe0000017","64236","","WSA","407425177","-739311200","",""
"6004","0.018652","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6005","0.055593","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"6006","0.044412","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6007","0.000712","","SiemensI_12:20:0c","","","0x00008002","700","","WSA","407424888","-739302751","",""
"6008","0.077641","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"6009","0.005402","","SiemensI_12:22:28","","","0x00008002","700","","WSA","407425177","-739311200","",""
"6010","0.016365","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6011","0.072995","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"6012","0.026767","","SiemensI_12:20:0c","","","0xe0000017","64536","","WSA","407424887","-739302751","",""
"6013","0.000732","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6014","0.070895","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"6015","0.025739","","SiemensI_12:17:8c","","","0xe0000017","64636","","WSA","407442378","-739298135","",""
"6016","0.002011","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6017","0.056518","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"6018","0.044268","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6019","0.055609","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"6020","0.044493","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6021","0.077238","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"6022","0.022758","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6023","0.072873","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"6024","0.019141","","SiemensI_12:17:8c","","","0x00008002","700","","WSA","407442378","-739298135","",""
"6025","0.007869","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6026","0.071248","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"6027","0.028914","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6028","0.055587","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"6029","0.044410","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6030","0.055608","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"6031","0.027408","","SiemensI_12:22:28","","","0xe0000017","64236","","WSA","407425177","-739311200","",""
"6032","0.016997","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6033","0.000712","","SiemensI_12:20:0c","","","0x00008002","700","","WSA","407424888","-739302751","",""
"6034","0.076381","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"6035","0.078290","","SiemensI_12:22:28","","","0x00008002","700","","WSA","407425177","-739311200","",""
"6036","0.000840","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6037","0.016011","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"6038","0.083114","","SiemensI_12:20:0c","","","0xe0000017","64536","","WSA","407424887","-739302751","",""
"6039","0.000616","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6040","0.015300","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"6041","0.028730","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6042","0.055392","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"6043","0.040751","","SiemensI_12:17:8c","","","0xe0000017","64636","","WSA","407442378","-739298135","",""
"6044","0.059420","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6045","0.000675","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"6046","0.043781","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6047","0.086880","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"6048","0.068599","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6049","0.017263","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"6050","0.018643","","SiemensI_12:17:8c","","","0x00008002","700","","WSA","407442378","-739298135","",""
"6051","0.064140","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6052","0.015094","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"6053","0.029299","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6054","0.055593","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"6055","0.025881","","SiemensI_12:22:28","","","0xe0000017","64236","","WSA","407425177","-739311200","",""
"6056","0.018623","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6057","0.055527","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"6058","0.044741","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6059","0.055120","","SiemensI_12:20:0c","","","0x00008002","700","","WSA","407424888","-739302751","",""
"6060","0.025876","","SiemensI_12:22:28","","","0x00008002","700","","WSA","407425177","-739311200","",""
"6061","0.005261","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"6062","0.069100","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6063","0.014805","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"6064","0.029598","","SiemensI_12:20:0c","","","0xe0000017","64536","","WSA","407424887","-739302751","",""
"6065","0.055484","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6066","0.015005","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"6067","0.020510","","SiemensI_12:17:8c","","","0xe0000017","64636","","WSA","407442378","-739298135","",""
"6068","0.009023","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6069","0.055495","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"6070","0.044612","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6071","0.055110","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"6072","0.100145","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6073","0.001002","","SiemensI_12:22:28","","","0xe0000003,0xe0000003,0xe0000003,0xe0000003,0xe0000003","700","","WSA","407425177","-739311200","",""
"6074","0.030382","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"6075","0.068886","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6076","0.014609","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"6077","0.021656","","SiemensI_12:17:8c","","","0x00008002","700","","WSA","407442378","-739298135","",""
"6078","0.063712","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6079","0.013885","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"6080","0.085920","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"6081","0.000705","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6082","0.025029","","SiemensI_12:22:28","","","0xe0000017","64236","","WSA","407425177","-739311200","",""
"6083","0.074351","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6084","0.000493","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"6085","0.099588","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6086","0.000689","","SiemensI_12:20:0c","","","0x00008002","700","","WSA","407424888","-739302751","",""
"6087","0.025132","","SiemensI_12:22:28","","","0x00008002","700","","WSA","407425177","-739311200","",""
"6088","0.005005","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"6089","0.068981","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6090","0.015272","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"6091","0.084622","","SiemensI_12:20:0c","","","0xe0000017","64536","","WSA","407424887","-739302751","",""
"6092","0.000873","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6093","0.022508","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"6094","0.011903","","SiemensI_12:17:8c","","","0xe0000017","64636","","WSA","407442378","-739298135","",""
"6095","0.064778","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"6096","0.000813","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6097","0.099287","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"6098","0.000714","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6099","0.099329","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6100","0.030957","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"6101","0.069134","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6102","0.021610","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"6103","0.013760","","SiemensI_12:17:8c","","","0x00008002","700","","WSA","407442378","-739298135","",""
"6104","0.064512","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6105","0.022733","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"6106","0.077163","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"6107","0.000710","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6108","0.025260","","SiemensI_12:22:28","","","0xe0000017","64236","","WSA","407425177","-739311200","",""
"6109","0.074157","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6110","0.000584","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"6111","0.099469","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6112","0.000525","","SiemensI_12:20:0c","","","0x00008002","700","","WSA","407424888","-739302751","",""
"6113","0.025282","","SiemensI_12:22:28","","","0x00008002","700","","WSA","407425177","-739311200","",""
"6114","0.074002","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6115","0.000746","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"6116","0.020628","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"6117","0.078685","","SiemensI_12:20:0c","","","0xe0000017","64536","","WSA","407424887","-739302751","",""
"6118","0.000688","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6119","0.020388","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"6120","0.014506","","SiemensI_12:17:8c","","","0xe0000017","64636","","WSA","407442378","-739298135","",""
"6121","0.064328","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"6122","0.000824","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6123","0.099209","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"6124","0.100016","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6125","0.000755","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6126","0.029510","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"6127","0.069891","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6128","0.022233","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"6129","0.012259","","SiemensI_12:17:8c","","","0x00008002","700","","WSA","407442378","-739298135","",""
"6130","0.065611","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6131","0.020136","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"6132","0.079713","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"6133","0.000675","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6134","0.025396","","SiemensI_12:22:28","","","0xe0000017","64236","","WSA","407425177","-739311200","",""
"6135","0.073900","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6136","0.000705","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"6137","0.099307","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6138","0.025832","","SiemensI_12:22:28","","","0x00008002","700","","WSA","407425177","-739311200","",""
"6139","0.005908","","SiemensI_12:20:0c","","","0x00008002","700","","WSA","407424888","-739302751","",""
"6140","0.005127","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"6141","0.063083","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6142","0.022756","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"6143","0.077233","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6144","0.019273","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"6145","0.012650","","SiemensI_12:20:0c","","","0xe0000017","64536","","WSA","407424887","-739302751","",""
"6146","0.001871","","SiemensI_12:17:8c","","","0xe0000017","64636","","WSA","407442378","-739298135","",""
"6147","0.066283","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"6148","0.000692","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6149","0.099278","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"6150","0.000599","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6151","0.099390","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6152","0.030268","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"6153","0.069746","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6154","0.023044","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"6155","0.011720","","SiemensI_12:17:8c","","","0x00008002","700","","WSA","407442378","-739298135","",""
"6156","0.065350","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6157","0.019379","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"6158","0.080395","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"6159","0.000743","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6160","0.025265","","SiemensI_12:22:28","","","0xe0000017","64236","","WSA","407425177","-739311200","",""
"6161","0.073993","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6162","0.000626","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"6163","0.098349","","fc00::5c88:47ff:fe46:edc4","","Chat,Note","","","","TCP","","","",""
"6164","0.001344","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6165","0.000555","","SiemensI_12:20:0c","","","0x00008002","700","","WSA","407424888","-739302751","",""
"6166","0.025171","","SiemensI_12:22:28","","","0x00008002","700","","WSA","407425177","-739311200","",""
"6167","0.004615","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"6168","0.069484","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6169","0.033296","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"6170","0.066452","","SiemensI_12:20:0c","","","0xe0000017","64536","","WSA","407424887","-739302751","",""
"6171","0.000886","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6172","0.018642","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"6173","0.015513","","SiemensI_12:17:8c","","","0xe0000017","64636","","WSA","407442378","-739298135","",""
"6174","0.065176","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"6175","0.000789","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6176","0.099000","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"6177","0.000895","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6178","0.099286","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6179","0.041969","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"6180","0.058172","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6181","0.031350","","SiemensI_12:20:0c","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"6182","0.005140","","SiemensI_12:17:8c","","","0x00008002","700","","WSA","407442378","-739298135","",""
"6183","0.063359","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6184","0.018160","","SiemensI_12:17:8c","-200,-200","","","","","SAE J2735 (2016)","","","","-200,-200"
"6185","0.081892","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6186","0.000690","","SiemensI_12:20:0c","-130,-130","","","","","SAE J2735 (2016)","","","","-130,-130"
"6187","0.025406","","SiemensI_12:22:28","","","0xe0000017","64236","","WSA","407425177","-739311200","",""
"6188","0.073787","","SiemensI_12:22:28","-220,-220","","","","","SAE J2735 (2016)","","","","-220,-220"
"6189","0.000819","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6190","0.099397","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
"6191","0.000614","","SiemensI_12:20:0c","","","0x00008002","700","","WSA","407424888","-739302751","",""
"6192","0.025394","","SiemensI_12:22:28","","","0x00008002","700","","WSA","407425177","-739311200","",""
"6193","0.015095","","SiemensI_12:17:8c","-160,-160","","","","","SAE J2735 (2016)","","","","-160,-160"
"6194","0.058828","","SiemensI_12:20:0c","","","0x00000026,0xeffffffe","700","","WSA","407424888","-739302751","",""
