"No.","Time","MAC timestamp","Source","elevation","Severity level","Service Info PSID","Elevation","Checksum","Protocol","Latitude","Longitude","Destination Port","elevation","lat","long"
"97","0.105203","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,40"
"98","0.099250","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,40"
"99","0.105161","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,40"
"100","0.102689","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,42"
"101","0.096795","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,42"
"102","0.102290","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,40"
"103","0.101083","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,40"
"104","0.097543","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,40"
"105","0.097381","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,40"
"106","0.095770","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,40"
"107","0.098798","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,40"
"108","0.097490","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,40"
"109","0.103808","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,40"
"110","0.101561","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,40"
"111","0.104750","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,42"
"112","0.103798","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,40"
"113","0.102840","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,42"
"114","0.105197","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,42"
"115","0.104025","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,42"
"116","0.097670","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,42"
"117","0.100836","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,42"
"118","0.102563","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,40"
"119","0.095887","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,42"
"120","0.096676","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,42"
"121","0.096525","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,42"
"122","0.094860","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,40"
"123","0.106272","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,42"
"124","0.100158","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,42"
"125","0.105377","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,40"
"126","0.102413","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,42"
"127","0.100683","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,40"
"128","0.102486","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,40"
"129","0.103743","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,42"
"130","0.099763","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,42"
"131","0.102401","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,42"
"132","0.096627","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,40"
"133","0.097458","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,40"
"134","0.104212","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,42"
"135","0.104758","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,42"
"136","0.105892","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,42"
"137","0.101603","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,42"
"138","0.092107","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,42"
"139","0.097734","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,42"
"140","0.103898","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,42"
"141","0.100540","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,42"
"142","0.103589","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,42"
"143","0.100484","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,42"
"144","0.096485","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,42"
"145","0.100883","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,42"
"146","0.103012","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,42"
"147","0.101483","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,42"
"148","0.101891","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,42"
"149","0.102503","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,42"
"150","0.103861","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,42"
"151","0.102290","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,40"
"152","0.095241","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,42"
"153","0.102571","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,42"
"154","0.099583","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,40"
"155","0.105518","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,42"
"156","0.095537","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,42"
"157","0.113645","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,42"
"158","0.085064","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,42"
"159","0.104558","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,42"
"160","0.099893","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,42"
"161","0.102376","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,42"
"162","0.101085","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,42"
"163","0.100830","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,40"
"164","0.096240","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,42"
"165","0.097901","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,40"
"166","0.102751","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,40"
"167","0.109035","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,42"
"168","0.089367","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,42"
"169","0.104331","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,42"
"170","0.099434","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,42"
"171","0.099204","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,42"
